ISPC,DEC,name,operator,city,device,country,country_ch
4-024-0,8384,AWCC,AWCC,,,Afghanistan,阿富汗
4-024-1,8385,AWCC,AWCC,,,Afghanistan,阿富汗
4-024-2,8386,AWCC,AWCC,,,Afghanistan,阿富汗
4-024-3,8387,Afghan Telecom,Afghan Telecom,,,Afghanistan,阿富汗
4-024-4,8388,Kamss3-TV,MTN,,,Afghanistan,阿富汗
4-024-5,8389,Hemss1-Herat,MTN,Herat,,Afghanistan,阿富汗
4-024-6,8390,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-024-7,8391,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-025-0,8392,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-025-1,8393,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-025-2,8394,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-025-3,8395,AWCC,AWCC,,,Afghanistan,阿富汗
4-025-4,8396,AWCC,AWCC,,,Afghanistan,阿富汗
4-025-5,8397,Afghan Telecom,Afghan Telecom,,,Afghanistan,阿富汗
4-025-6,8398,Afghan Telecom,Afghan Telecom,,,Afghanistan,阿富汗
4-025-7,8399,Etisalat Afghanistan,Etisalat International,,,Afghanistan,阿富汗
4-136-0,9280,Kabul SMSC,AWCC,Kabul,MSC,Afghanistan,阿富汗
4-136-1,9281,KBLMSS,AWCC,,MSS,Afghanistan,阿富汗
4-136-2,9282,KBLMGW,AWCC,,MGW,Afghanistan,阿富汗
4-136-3,9283,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-136-4,9284,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-136-5,9285,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-136-6,9286,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-136-7,9287,Roshan,TDCA (dba Roshan),,,Afghanistan,阿富汗
4-137-0,9288,MSC-HRT,Etisalat,,MSC,Afghanistan,阿富汗
4-137-1,9289,MSC-M2R,Etisalat,,MSC,Afghanistan,阿富汗
4-137-2,9290,MSC-JLD,Etisalat,,MSC,Afghanistan,阿富汗
4-137-3,9291,MSC-KDR,Etisalat,,MSC,Afghanistan,阿富汗
4-137-4,9292,KBL1 MSC,Etisalat,,MSC,Afghanistan,阿富汗
4-137-5,9293,KBL2 MSC,Etisalat,,MSC,Afghanistan,阿富汗
4-137-6,9294,STP1,Etisalat,,STP,Afghanistan,阿富汗
4-137-7,9295,STP2,Etisalat,,STP,Afghanistan,阿富汗
4-138-0,9296,Mamss1-mazan,MTN,,,Afghanistan,阿富汗
4-138-1,9297,Kamss1-PP,MTN,,,Afghanistan,阿富汗
4-138-2,9298,Jamss1-jalalabad,MTN,,,Afghanistan,阿富汗
4-138-3,9299,KDRMSS,AWCC,,MSS,Afghanistan,阿富汗
4-138-4,9300,KDRMGW,AWCC,,MGW,Afghanistan,阿富汗
2-152-0,5312,ISC – Tirana,ALBTelecom,Tirana,ISC,Albania,阿尔巴尼亚
2-152-1,5313,GMSC – Tirana,AMC (Albanian Mobile Communications),Tirana,GMSC,Albania,阿尔巴尼亚
2-152-3,5315,GMSC – Tirana,ALBtelecom,Tirana,GMSC,Albania,阿尔巴尼亚
2-152-4,5316,ISC - Durres,ALBTelecom,Durres,ISC,Albania,阿尔巴尼亚
2-152-6,5318,GMSC – Tirana,Mobile 4 AL,Tirana,GMSC,Albania,阿尔巴尼亚
2-152-7,5319,STP- Tirana,PLUS COMMUNICATIONS,Tirana,STP,Albania,阿尔巴尼亚
3-228-0,7968,SPX_1.1-MTX1,Vodafone Albania,,,Albania,阿尔巴尼亚
3-228-1,7969,SPX_1.2-MTX1,Vodafone Albania,,,Albania,阿尔巴尼亚
3-228-2,7970,SPX_2.1-MTX2,Vodafone Albania,,,Albania,阿尔巴尼亚
3-228-3,7971,SPX_2.2-MTX2,Vodafone Albania,,,Albania,阿尔巴尼亚
3-228-4,7972,PRIMO IXFR,PRIMO COMMUNICATIONS,,,Albania,阿尔巴尼亚
3-228-5,7973,ASC-SS7,ALBANIA SATELLITE COMMUNICATIONS,,,Albania,阿尔巴尼亚
3-228-6,7974,ABISSNET S01,ABISSNET,,,Albania,阿尔巴尼亚
3-228-7,7975,ALBON-AL-SS7,ALBON,,,Albania,阿尔巴尼亚
3-233-0,8008,STP-INT/Durres,ALBtelecom,Durres,STP,Albania,阿尔巴尼亚
3-233-1,8009,GMSC-AMC2,AMC (Albanian Mobile Communications),,GMSC,Albania,阿尔巴尼亚
3-233-2,8010,INFOTEL AL,INFO-Telecom,,IN,Albania,阿尔巴尼亚
3-233-3,8011,Tirana 10,NEOFONE,Tirana,,Albania,阿尔巴尼亚
3-233-4,8012,CT Nisatel Tirana,NISATEL,Tirana,,Albania,阿尔巴尼亚
3-233-5,8013,ABCom TS1-SOIP,ABCom,,,Albania,阿尔巴尼亚
3-233-6,8014,BC_1-MTX1,Vodafone Albania,,,Albania,阿尔巴尼亚
3-233-7,8015,BC_2-MTX2,Vodafone Albania,,,Albania,阿尔巴尼亚
4-227-0,10008,FBD SS7,FBD,,,Albania,阿尔巴尼亚
4-227-1,10009,SELCOM ALBANIA,SELCOM SHPK,,,Albania,阿尔巴尼亚
4-227-2,10010,ACT-Albania,Albanian Carrier Telecommunication,,,Albania,阿尔巴尼亚
4-227-3,10011,Iliria Telecom A,ILIRIA TELECOM A,,,Albania,阿尔巴尼亚
4-227-5,10013,NEO/AL1,NEOTEL ALBANIA,,,Albania,阿尔巴尼亚
7-219-0,16088,PEGASUS ALBANIA,Pegasus Communications  Sh.p.k.,,,Albania,阿尔巴尼亚
7-219-1,16089,Alb.Tel.Partner,Albanian Telecommunication Partners sh.p.k,,,Albania,阿尔巴尼亚
7-219-2,16090,PROTON Communication,Proton Communication Sh.p.k,,,Albania,阿尔巴尼亚
7-219-3,16091,Abronet Albania,ABRONET Sh.p.k,,,Albania,阿尔巴尼亚
7-219-4,16092,UNIFI Albania,UNIFI Holdings INC Dega n? Shqiperi,,,Albania,阿尔巴尼亚
6-006-0,12336,,ex.Consortium Algérie Télécom,,,Algeria,阿尔及利亚
6-006-1,12337,Alger ISC,Algérie Télécom (AT),Alger,ISC,Algeria,阿尔及利亚
6-006-2,12338,,Algérie Télécom (AT),,,Algeria,阿尔及利亚
6-006-3,12339,Oran ISC,Algérie Télécom (AT),Oran,ISC,Algeria,阿尔及利亚
6-006-4,12340,Constantine ISC,Algérie Télécom (AT),Constantine,ISC,Algeria,阿尔及利亚
6-006-5,12341,,Orascom Télécom Algérie (OTA),,,Algeria,阿尔及利亚
6-006-6,12342,,Wataniya Télécom Algérie (WTA),,,Algeria,阿尔及利亚
6-006-7,12343,"Alger MSC (GSM, mobile)",Algérie Télécom Mobile (ATM),Alger,MSC,Algeria,阿尔及利亚
6-007-1,12345,,Algérie Télécom (AT),,,Algeria,阿尔及利亚
6-007-2,12346,,Orascom Télécom Algérie (OTA),,,Algeria,阿尔及利亚
6-007-3,12347,,Orascom Télécom Algérie (OTA),,,Algeria,阿尔及利亚
6-007-4,12348,,Wataniya Télécom Algérie (WTA),,,Algeria,阿尔及利亚
6-007-5,12349,,Wataniya Télécom Algérie (WTA),,,Algeria,阿尔及利亚
6-007-6,12350,,Wataniya Télécom Algérie (WTA),,,Algeria,阿尔及利亚
5-088-0,10944,"Pago Pago, American Samoa",American Samoa Telecommunications Authority (ASTCA),,,American Samoa,美属萨摩亚
2-196-1,5665,Andorra AXE,Servei de Telecomunicacions d'Andorra,,,Andorra,安道尔
6-062-0,12784,ISC1,Angola Telecom,,ISC,Angola,安哥拉
6-062-1,12785,ISC2,Angola Telecom,,ISC,Angola,安哥拉
6-062-2,12786,ISC3,Unitel,,ISC,Angola,安哥拉
6-062-3,12787,ISC4,Unitel,,ISC,Angola,安哥拉
6-062-4,12788,ISC5,Nexus,,ISC,Angola,安哥拉
6-062-5,12789,ISC6,Movicel,,ISC,Angola,安哥拉
6-062-6,12790,ISC7,Mundo Startel,,ISC,Angola,安哥拉
6-062-7,12791,ISC8,Mundo Startel,,ISC,Angola,安哥拉
6-063-0,12792,ISC1,Unitel,,ISC,Angola,安哥拉
6-063-2,12794,ISC3,Movicel,,ISC,Angola,安哥拉
6-063-3,12795,ISC4,ItelNet,,ISC,Angola,安哥拉
3-168-0,7488,TDMA Mobile Switch,Cable and Wireless,,,Anguilla,安圭拉
3-168-1,7489,PSTN Switch,Cable and Wireless,,,Anguilla,安圭拉
3-168-2,7490,GSM Base Station Controller E3,Cable and Wireless,,,Anguilla,安圭拉
3-168-3,7491,Voicemail,Cable and Wireless,,,Anguilla,安圭拉
3-168-4,7492,Pre-Paid Platform,Cable and Wireless,,,Anguilla,安圭拉
3-168-5,7493,International STP PSTN Switch to Call Server,Cable and Wireless,,STP,Anguilla,安圭拉
3-168-6,7494,GSM Base Station Controller 2G,Cable and Wireless,,,Anguilla,安圭拉
3-168-7,7495,International STP Mobile Switch to Call Server,Cable and Wireless,,STP,Anguilla,安圭拉
3-088-0,6848,NEAX61E INTS,Cable & Wireless,,IN,Antigua and Barbuda,安提瓜和巴布达
3-088-1,6849,Ericsson APG40 MSC,Digicel,,MSC,Antigua and Barbuda,安提瓜和巴布达
3-088-2,6850,SS8 Voicemail,Cable & Wireless,,,Antigua and Barbuda,安提瓜和巴布达
3-088-3,6851,BCG prepaid,Cable & Wireless,,,Antigua and Barbuda,安提瓜和巴布达
3-088-4,6852,Voicemail 1,APUA/PCS,,,Antigua and Barbuda,安提瓜和巴布达
3-088-5,6853,Voicemail 2,APUA/PCS,,,Antigua and Barbuda,安提瓜和巴布达
3-088-6,6854,ANMUBSC41 E3,Cable & Wireless,,,Antigua and Barbuda,安提瓜和巴布达
3-088-7,6855,DMS MSC,APUA/PCS,,MSC,Antigua and Barbuda,安提瓜和巴布达
7-040-0,14656,"Ruta 180, Km15. Paraje Bosque Alegre, Departamento Punilla, Provincia de Córdoba",TESAM ARGENTINA S.A.,,,Argentina,阿根廷
7-040-1,14657,"Emilio Lamarca 2482 - Talar de Pacheco, Tigre, buenos Aires / TORCUATO",AMX Argentina S.A. (ex CTI Compa?ia de Teléfonos del Interior S.A.),Buenos Aires,,Argentina,阿根廷
7-041-0,14664,Artigas II,Impsat S.A.,,,Argentina,阿根廷
7-041-1,14665,Esmeralda II,Impsat S.A.,,,Argentina,阿根廷
7-041-2,14666,STP-1 Telefónica Unifon,Telefónica Comunicaciones Personales S.A.,,STP,Argentina,阿根廷
7-041-3,14667,STP-2 Telefónica Unifon,Telefónica Comunicaciones Personales S.A.,,STP,Argentina,阿根廷
7-041-4,14668,CIBA NGN,Telecom Argentina S.A.,,NGN,Argentina,阿根廷
7-041-5,14669,CWAY SG BA1,Cableway S.A.,,SG,Argentina,阿根廷
7-041-6,14670,CCT1 Argentina,Comte Communications Technology S.A.,,,Argentina,阿根廷
7-041-7,14671,Av. Forest 362 - Ciudad Autónoma de Buenos Aires / FOREST,AMX Argentina S.A. (ex CTI Compa?ia de Teléfonos del Interior S.A.),Buenos Aires,,Argentina,阿根廷
7-042-0,14672,Ciudad de Buenos Aires - Nodo 1,Tecoar S.A.,Buenos Aires,,Argentina,阿根廷
7-042-1,14673,RASA-01,Red Alternativa S.A.,,,Argentina,阿根廷
7-042-2,14674,Buenos Aires/STP Clinicas,Telecom Personal S.A.,Buenos Aires,STP,Argentina,阿根廷
7-042-3,14675,Darwin,Telecom Personal S.A.,,,Argentina,阿根廷
7-042-4,14676,Techtel Rosario,Techtel LMDS Comunicaciones Interactivas S.A.,Rosario,,Argentina,阿根廷
7-042-5,14677,Buenos Aires 1 AT&T,AT&T Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-042-6,14678,Córdoba 1 AT&T,AT&T Argentina S.A.,,,Argentina,阿根廷
7-042-7,14679,Rosario 1 AT&T,AT&T Argentina S.A.,Rosario,,Argentina,阿根廷
7-043-0,14680,Buenos Aires,Nodalis s.p.a.,Buenos Aires,,Argentina,阿根廷
7-043-1,14681,DKA-1,DKA S.A.,,,Argentina,阿根廷
7-043-2,14682,"Ortega 5500 (B1874CRN) Wilde, Buenos Aires",IDT Corporation de Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-043-3,14683,Rafaela/Wilson,Wilson Construcciones S.A.,,,Argentina,阿根廷
7-043-4,14684,Buenos Aires,GC SAC Argentina s.r.l.,Buenos Aires,,Argentina,阿根廷
7-043-5,14685,Buenos Aires/Nodo Buenos Aires 1,Infonexión Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-043-6,14686,Buenos Aires/Colubris 1,Colubris S.A.,Buenos Aires,,Argentina,阿根廷
7-043-7,14687,TS Buenos Aires 1,Telesmart S.A.,Buenos Aires,,Argentina,阿根廷
7-044-0,14688,Buenos Aires / STP Norte 2 (Coghlan),Telecom Argentina STET France Telecom S.A.,Buenos Aires,STP,Argentina,阿根廷
7-044-1,14689,Buenos Aires / Ciba Sur 1,Telefónica Larga Distancia de Argentina S.A. (TLDA),Buenos Aires,,Argentina,阿根廷
7-044-2,14690,Buenos Aires / Ciba Norte 1 (Golf),Telecom Argentina STET France Telecom S.A.,Buenos Aires,,Argentina,阿根廷
7-044-3,14691,Buenos Aires / Ciba Sur 2,Telefónica Larga Distancia de Argentina S.A. (TLDA),Buenos Aires,,Argentina,阿根廷
7-044-4,14692,Buenos Aires / STP Norte 1 (Golf),Telecom Argentina STET France Telecom S.A.,Buenos Aires,STP,Argentina,阿根廷
7-044-5,14693,Buenos Aires / STP Sur 1,Telefónica Larga Distancia de Argentina S.A. (TLDA),Buenos Aires,STP,Argentina,阿根廷
7-044-6,14694,Buenos Aires / Ciba Norte 2 (Coghlan),Telecom Argentina STET France Telecom S.A.,Buenos Aires,,Argentina,阿根廷
7-044-7,14695,Buenos Aires / STP Sur 2,Telefónica Larga Distancia de Argentina S.A. (TLDA),Buenos Aires,STP,Argentina,阿根廷
7-045-0,14696,Buenos Aires/C.L.D. Velez 1,Compa?ía de Teléfonos Del Plata S.A.,Buenos Aires,,Argentina,阿根廷
7-045-1,14697,Buenos Aires/C.L.D. Viale 1,Compa?ía de Teléfonos Del Plata S.A.,Buenos Aires,,Argentina,阿根廷
7-045-2,14698,Buenos Aires/C.L.D. Velez 2,Compa?ía de Teléfonos Del Plata S.A.,Buenos Aires,,Argentina,阿根廷
7-045-3,14699,Buenos Aires/C.L.D. Viale 2,Compa?ía de Telecomunicaciones Integrales S.A.,Buenos Aires,,Argentina,阿根廷
7-045-4,14700,Buenos Aires/Alvarez Jonte 1862,Compa?ía de Telecomunicaciones Integrales S.A.,Buenos Aires,,Argentina,阿根廷
7-045-5,14701,Buenos Aires/Alvarez Jonte 1862,Compa?ía de Telecomunicaciones Integrales S.A.,Buenos Aires,,Argentina,阿根廷
7-045-6,14702,Buenos Aires/Alvarez Jonte 1862,Compa?ía de Telecomunicaciones Integrales S.A.,Buenos Aires,,Argentina,阿根廷
7-045-7,14703,Cordoba/Urvitel,Orbistel S.A.,Cordoba,,Argentina,阿根廷
7-046-0,14704,Buenos Aires 2 AT&T,AT&T Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-046-1,14705,Buenos Aires 3 AT&T,AT&T Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-046-2,14706,25 de Mayo 565 - Bs As/Superfone,Superfone S.A.,,,Argentina,阿根廷
7-046-3,14707,Espinosa 1045 - Buenos Aires - Argentina/SES BA GW No 1,SES Sistemas Electrónicos S.A.,Buenos Aires,,Argentina,阿根廷
7-046-4,14708,Bs As/Garay 34,Techtel S.A.,,,Argentina,阿根廷
7-046-5,14709,"Buenos Aires, Argentina/Metroredar01",Metrored Telecomunicaciones S.A.,Buenos Aires,,Argentina,阿根廷
7-046-6,14710,Av. Del Campo 1301 - Bs As/Artigas,Impsat S.A.,,,Argentina,阿根廷
7-046-7,14711,Esmeralda 330 - Bs As/Esmeralda,Impsat S.A.,,,Argentina,阿根廷
7-047-0,14712,Balcarce 479 - Switch BA 1 Buenos Aires,Diveo Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-047-1,14713,Balcarce 479 - Switch BA 2 Buenos Aires,Diveo Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-047-2,14714,Buenos Aires - Wilde 1,Comsat Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-047-3,14715,Buenos Aires - Wilde 2,Comsat Argentina S.A.,Buenos Aires,,Argentina,阿根廷
7-047-4,14716,Buenos Aires/Iplan AR,NSS S.A.,Buenos Aires,,Argentina,阿根廷
7-047-5,14717,Córdoba/Trejo,TTN S.A.,,,Argentina,阿根廷
7-047-6,14718,Buenos Aires/BAS/N1,Embratel Internacional S.A.,Buenos Aires,,Argentina,阿根廷
7-047-7,14719,AMBA/CONVI,Convergia Argentina S.A.,,,Argentina,阿根廷
2-200-0,5696,Arminco,Arminco,,,Armenia,亚美尼亚
2-200-1,5697,Yerevan,Armentel JV CJSC,Yerevan,,Armenia,亚美尼亚
2-200-2,5698,ARMGSM,Armentel JV CJSC,,,Armenia,亚美尼亚
2-200-3,5699,Orange,Orange Armenia,,,Armenia,亚美尼亚
2-200-4,5700,PMPSI,PMF-SAL,,,Armenia,亚美尼亚
2-200-5,5701,KTPSI,K Telecom,,,Armenia,亚美尼亚
2-200-6,5702,KTPSI,K Telecom,,,Armenia,亚美尼亚
4-233-0,10056,Ucom,UCOM,,,Armenia,亚美尼亚
4-233-1,10057,Griar,GRIAR TELECOM,,,Armenia,亚美尼亚
4-233-2,10058,GNC Alfa,GNC Alfa,,,Armenia,亚美尼亚
5-234-0,12112,iCON,ICON,,,Armenia,亚美尼亚
5-234-1,12113,Orange,Orange Armenia,,,Armenia,亚美尼亚
5-234-3,12115,Corssnet,Crossnet,,,Armenia,亚美尼亚
5-234-4,12116,Dzoraxbyur,Dzoraxbyur Hamalir,,,Armenia,亚美尼亚
5-234-5,12117,Netsys Armenia,Netsys,,,Armenia,亚美尼亚
5-234-6,12118,Calline,GLOBAL CALLINE,,,Armenia,亚美尼亚
5-234-7,12119,Interactive,Interactive TV,,,Armenia,亚美尼亚
3-164-0,7456,OSTD,Setar N.V.,,,Aruba,阿鲁巴
3-164-1,7457,OSTD2,Setar N.V.,,,Aruba,阿鲁巴
3-164-2,7458,DIGIARU,New Millennium Telecom Services N.V./Digicel Aruba,,,Aruba,阿鲁巴
3-164-3,7459,SAN1,Setar N.V.,,,Aruba,阿鲁巴
3-164-4,7460,AUADTH,DTH Television & Telecommunications N.V./MIO Aruba,,,Aruba,阿鲁巴
3-164-6,7462,Auarainbow,Rainbow Internet Services group N.V./Scarlet,,,Aruba,阿鲁巴
5-010-0,10320,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-010-1,10321,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-010-2,10322,S12 Model No. 1,Telstra Corporation Ltd,,,Australia,澳大利亚
5-010-3,10323,IN Test Platform,Telstra Corporation Ltd,,IN,Australia,澳大利亚
5-010-4,10324,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-010-5,10325,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-010-6,10326,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-010-7,10327,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-011-0,10328,"Sydney, SYF6",Optus Ltd,Sydney,,Australia,澳大利亚
5-011-1,10329,Sydney Test Switch,AAPT Ltd,Sydney,,Australia,澳大利亚
5-011-2,10330,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-011-3,10331,Sydney,Telstra Corporation Ltd,Sydney,,Australia,澳大利亚
5-011-4,10332,Mobile Satellite - Geostationary,Telstra Corporation Ltd,,,Australia,澳大利亚
5-011-5,10333,Mobile Satellite - Geostationary,Telstra Corporation Ltd,,,Australia,澳大利亚
5-011-6,10334,Mobile Satellite - MEO (NGII),Telstra Corporation Ltd,,,Australia,澳大利亚
5-011-7,10335,Mobile Satellite - MEO,Telstra Corporation Ltd,,,Australia,澳大利亚
5-012-0,10336,Sydney switch ID = S2SB,PowerTel Ltd,Sydney,,Australia,澳大利亚
5-012-1,10337,Melbourne switch ID = S3MA,PowerTel Ltd,Melbourne,,Australia,澳大利亚
5-012-2,10338,Melbourne switch ID = S3MB,PowerTel Ltd,Melbourne,,Australia,澳大利亚
5-012-3,10339,REIN,RSLCom Australia Pty. Ltd,,IN,Australia,澳大利亚
5-012-4,10340,Melbourne - Australia-IPSYSTEMS-SLT-1,IP Systems Pty Ltd,Melbourne,,Australia,澳大利亚
5-012-5,10341,Melbourne - Australia-IPSYSTEMS-SLT-2,IP Systems Pty Ltd,Melbourne,,Australia,澳大利亚
5-012-6,10342,TNZAI,TNZI Australia Pty Ltd,,,Australia,澳大利亚
5-012-7,10343,Melbourne,Vodafone Network Pty Ltd,Melbourne,,Australia,澳大利亚
5-013-0,10344,Sydney,KDD Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-013-1,10345,Sydney,WorldCom Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-013-2,10346,Sydney,WorldCom Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-013-3,10347,Melbourne,WorldCom Australia Pty Ltd,Melbourne,,Australia,澳大利亚
5-013-4,10348,Melbourne,WorldCom Australia Pty Ltd,Melbourne,,Australia,澳大利亚
5-013-5,10349,Sydney,Primus Telecommunications Pty Ltd,Sydney,,Australia,澳大利亚
5-013-6,10350,Sydney,Société Internationale de Télécommunications Aeronautiques (SITA),Sydney,,Australia,澳大利亚
5-013-7,10351,BT Global Office Sydney Can,BT Australasia PM-F2,Sydney,,Australia,澳大利亚
5-014-0,10352,Sydney,PowerTel Ltd,Sydney,,Australia,澳大利亚
5-014-1,10353,Sydney,Orange Business Services Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-014-2,10354,Sydney,BT Australasia Pty Ltd,Sydney,,Australia,澳大利亚
5-014-3,10355,Norfolk Island - GSMC,Norfolk Island Administration (Norfolk Telecom),,,Australia,澳大利亚
5-014-4,10356,Norfolk Island - International Switch PSTN gateway,Norfolk Island Administration (Norfolk Telecom),,,Australia,澳大利亚
5-014-5,10357,IDT-Sydney,IDT Telecom Asia Pcific (Australia) Pty Ltd,Sydney,,Australia,澳大利亚
5-014-6,10358,Sydney,Pacific Gateway Exchange,Sydney,,Australia,澳大利亚
5-014-7,10359,Sydney,WorldCom Asia Pacific Limited,Sydney,,Australia,澳大利亚
5-015-0,10360,Sydney,AAPT Ltd,Sydney,,Australia,澳大利亚
5-015-1,10361,Sydney,Primus Telecommunications Pty Ltd,Sydney,,Australia,澳大利亚
5-015-3,10363,Globalstar Sydney,Globalstar Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-015-4,10364,Sydney,AAPT Ltd,Sydney,,Australia,澳大利亚
5-015-5,10365,Melbourne,AAPT Ltd,Melbourne,,Australia,澳大利亚
5-015-6,10366,Sydney,AAPT Ltd,Sydney,,Australia,澳大利亚
5-015-7,10367,Perth,AAPT Ltd,Perth,,Australia,澳大利亚
5-016-0,10368,Sydney,Vodafone Pty Ltd,Sydney,,Australia,澳大利亚
5-016-1,10369,Sydney,Vodafone Pty Ltd,Sydney,,Australia,澳大利亚
5-016-2,10370,Melbourne,Vodafone Pty Ltd,Melbourne,,Australia,澳大利亚
5-016-3,10371,Melbourne (1999),Vodafone Pty Ltd,Melbourne,,Australia,澳大利亚
5-016-4,10372,Melbourne (1999),Vodafone Pty Ltd,Melbourne,,Australia,澳大利亚
5-016-5,10373,Sydney (1999),Vodafone Pty Ltd,Sydney,,Australia,澳大利亚
5-016-6,10374,Sydney (Siemens),AAPT Ltd,Sydney,,Australia,澳大利亚
5-016-7,10375,Melbourne (Siemens),AAPT Ltd,Melbourne,,Australia,澳大利亚
5-017-0,10376,CPC GWY (common point code),Optus Ltd,,,Australia,澳大利亚
5-017-1,10377,SYD GWY,Optus Ltd,,,Australia,澳大利亚
5-017-2,10378,MEL GWY,Optus Ltd,,,Australia,澳大利亚
5-017-3,10379,SYF9,Optus Ltd,,,Australia,澳大利亚
5-017-4,10380,Cell Wireless Switch - Sydney,Cell Wireless Corporation,Sydney,,Australia,澳大利亚
5-017-5,10381,Sydney,Vodafone Network Pty Ltd,Sydney,,Australia,澳大利亚
5-017-6,10382,Pivotel Sydney 1,Globalstar Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-017-7,10383,Pivotel Sydney 2,Globalstar Australia Pty Ltd,Sydney,,Australia,澳大利亚
5-018-0,10384,I Syd,Telstra Corporation Ltd,,,Australia,澳大利亚
5-018-1,10385,SGX-Sydney,TaTa  Communications (Australia) Pty Ltd,Sydney,SG,Australia,澳大利亚
5-018-2,10386,NTMI - SYD01,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-018-3,10387,NTMI - SYD02,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-018-4,10388,NTMI - BRI01,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-018-5,10389,NTMI - BRI02,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-018-6,10390,NTMI - MEL01,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-018-7,10391,NTMI - MEL02,Net Telephone Marketing Pty Ltd,,,Australia,澳大利亚
5-019-0,10392,"Sydney, SYDT",Optus Ltd,Sydney,,Australia,澳大利亚
5-019-1,10393,"Sydney, SYD0",Optus Ltd,Sydney,,Australia,澳大利亚
5-019-2,10394,"Melbourne, MEZ0",Optus Ltd,Melbourne,,Australia,澳大利亚
5-019-3,10395,"Sydney, SYF1",Optus Ltd,Sydney,,Australia,澳大利亚
5-019-4,10396,SYF2,Optus Ltd,,,Australia,澳大利亚
5-019-5,10397,"Sydney, SYF3",Optus Ltd,Sydney,,Australia,澳大利亚
5-019-6,10398,"Sydney, SYF4",Optus Ltd,Sydney,,Australia,澳大利亚
5-019-7,10399,"Sydney, SYF5",Optus Ltd,Sydney,,Australia,澳大利亚
5-115-0,11160,SYF 10,Optus Ltd,,,Australia,澳大利亚
5-115-1,11161,SYF 11,Optus Ltd,,,Australia,澳大利亚
5-115-2,11162,SYF 12,Optus Ltd,,,Australia,澳大利亚
5-115-3,11163,SYF 13,Optus Ltd,,,Australia,澳大利亚
5-115-4,11164,PCM1,Telecorp Ltd,,,Australia,澳大利亚
5-115-5,11165,Sydney PYR1,Telecorp Ltd,Sydney,,Australia,澳大利亚
5-115-6,11166,Sydney GLB1,Telecorp Ltd,Sydney,,Australia,澳大利亚
5-115-7,11167,Sydney CAS1,Telecorp Ltd,Sydney,,Australia,澳大利亚
5-116-0,11168,Sydney PCM2,Telecorp Ltd,Sydney,,Australia,澳大利亚
5-116-1,11169,….,Transact Communications Pty. Ltd,,,Australia,澳大利亚
5-116-2,11170,EPSI (Sydney1),MiBroadband,Sydney,,Australia,澳大利亚
5-116-3,11171,EPS2 (Sydney2),MiBroadband,Sydney,,Australia,澳大利亚
5-116-4,11172,EPM1 (Melbourne1),MiBroadband,Melbourne,,Australia,澳大利亚
5-116-5,11173,EPM2 (Melbourne2),MiBroadband,Melbourne,,Australia,澳大利亚
5-116-6,11174,Sydney,Hutchinson 3G Sydney,Sydney,,Australia,澳大利亚
5-116-7,11175,Melbourne,Hutchinson 3G Melbourne,Melbourne,,Australia,澳大利亚
5-117-0,11176,…,Primus Telecommunications Pty Ltd,,,Australia,澳大利亚
5-117-1,11177,…,Prodigy Telecom Pty Ltd,,,Australia,澳大利亚
5-117-2,11178,…,Prodigy Telecom Pty Ltd,,,Australia,澳大利亚
5-117-3,11179,…,Alpha Telecom pty,,,Australia,澳大利亚
