ISPC,DEC,name,operator,city,device,country,country_ch
7-253-6,16366,MSC 26,Telefonica UK Limited,,MSC,United Kingdom,英国
7-253-7,16367,MSC-S15,Telefonica UK Limited,,MSC,United Kingdom,英国
3-020-0,6304,"New York, NY",AT&T,New York,,United States,美国
3-020-1,6305,"White Plains, NY",AT&T,,,United States,美国
3-020-3,6307,"White Plains, NY",AT&T,,,United States,美国
3-020-4,6308,"Sacramento, CA",AT&T,,,United States,美国
3-020-5,6309,Sherman Oaks,AT&T,,,United States,美国
3-020-6,6310,San Diego,AT&T,San Diego,,United States,美国
3-020-7,6311,"Warrenville, IL",AT&T,Warren,,United States,美国
3-021-0,6312,"West Orange (2), NJ",BT North America,,,United States,美国
3-021-1,6313,"Chicago, IL","Telnyx, LLC",Chicago,,United States,美国
3-021-4,6316,"West Orange, NJ","WorldCom, Inc",,,United States,美国
3-021-5,6317,"Dominguez Hills, CA","WorldCom, Inc",,,United States,美国
3-021-6,6318,"San Antonio, TX","WorldCom, Inc",San Antonio,,United States,美国
3-021-7,6319,"Pottstown, PA","WorldCom, Inc",,,United States,美国
3-022-1,6321,"Pompano Beach, FL","WorldCom, Inc",,,United States,美国
3-022-2,6322,"Pottstown, PA","WorldCom, Inc",,,United States,美国
3-022-6,6326,"San Antonio, TX","WorldCom, Inc",San Antonio,,United States,美国
3-023-0,6328,"Sacramento, CA",AT&T,,,United States,美国
3-023-1,6329,Sherman Oaks,AT&T,,,United States,美国
3-023-2,6330,"Pittsburg, PA",AT&T,,,United States,美国
3-023-3,6331,Atlanta,AT&T,Atlanta,,United States,美国
3-023-4,6332,"New York, NY",US Sprint,New York,,United States,美国
3-023-5,6333,"Honolulu, HI",US Sprint,Honolulu,,United States,美国
3-023-6,6334,Stockton,US Sprint,,,United States,美国
3-023-7,6335,"Dominguez Hills (1), CA",BT North America,,,United States,美国
3-024-0,6336,"Dominguez Hills (2), CA",BT North America,,,United States,美国
3-024-1,6337,"Irving (1), TX",BT North America,,,United States,美国
3-024-2,6338,"Sacremento, CA","Syniverse Technologies, Inc.",,,United States,美国
3-024-3,6339,"Tampa, FL","Syniverse Technologies, Inc.",Tampa,,United States,美国
3-024-4,6340,Fort Worth,US Sprint,,,United States,美国
3-024-5,6341,"Dallas, TX","Syniverse Technologies, Inc",Dallas,,United States,美国
3-024-6,6342,Fort Worth(2),US Sprint,,,United States,美国
3-024-7,6343,"Pittsburg(3), PA",AT&T,,,United States,美国
3-025-3,6347,Albuquerque,AT&T,Albuquerque,,United States,美国
3-025-4,6348,San Antonio,AT&T,San Antonio,,United States,美国
3-025-5,6349,"Honolulu, HI",Verizon Hawaii International Inc,Honolulu,,United States,美国
3-025-6,6350,"Los Angeles (1), CA","Arbinet-thexchange, Inc",Los Angeles,,United States,美国
3-025-7,6351,"Los Angeles (2), CA","Arbinet-thexchange, Inc",Los Angeles,,United States,美国
3-026-0,6352,"New York City, NY","Cable & Wireless, Inc (CWI)",New York,,United States,美国
3-026-1,6353,"Los Angeles, CA","Asia Communications International, Inc",Los Angeles,,United States,美国
3-026-2,6354,"Tampa, FL","Syniverse Technologies, Inc.",Tampa,,United States,美国
3-026-3,6355,"Sacremento, CA","Syniverse Technologies, Inc.",,,United States,美国
3-026-4,6356,"Wentzville, MO","Syniverse Technologies, Inc",,,United States,美国
3-026-6,6358,"Caparra, PR",TLDI,,,United States,美国
3-026-7,6359,"New York, NY","ITC, Inc",New York,,United States,美国
3-027-0,6360,"Miami, FL","ITC, Inc",Miami,,United States,美国
3-027-1,6361,"Los Angeles, CA","Sirius Telecommunications, Inc",Los Angeles,,United States,美国
3-027-2,6362,"Garden City, NY",WDT World Discount Telecommunications Co,,,United States,美国
3-027-3,6363,"Los Angeles (2),CA",China Telecom (Americas) Corporation,Los Angeles,,United States,美国
3-027-4,6364,"Miami, FL",TCA Services Corp.,Miami,,United States,美国
3-027-5,6365,"Chicago (1), IL","Inteliquent, Inc.",Chicago,,United States,美国
3-027-6,6366,"Chicago (2), IL","Inteliquent, Inc.",Chicago,,United States,美国
3-027-7,6367,"New York, NY","Teleglobe America, Inc",New York,,United States,美国
3-028-0,6368,"New York, NY",IWL Communications Inc,New York,,United States,美国
3-028-1,6369,"Los Angeles, CA",IWL Communications Inc,Los Angeles,,United States,美国
3-028-2,6370,"New York, NY",Bharti Airtel Limited,New York,,United States,美国
3-028-4,6372,"Hollywood, FL",BellSouth International,,,United States,美国
3-028-5,6373,"Miami, FL","UniPlex Telecom Technologies, Inc",Miami,,United States,美国
3-028-6,6374,"Garden City, NY","USTelenet, LLC",,,United States,美国
3-028-7,6375,"Ft. Lauderdale, FL (STP)","TresCom International, Inc",,STP,United States,美国
3-029-0,6376,Ft. Lauderdale FL (Gateway),"TresCom International, Inc",,,United States,美国
3-029-1,6377,"New York, NY (STP)","TresCom International, Inc",New York,STP,United States,美国
3-029-2,6378,"New York, NY (Gateway)","TresCom International, Inc",New York,,United States,美国
3-029-3,6379,"San Juan, Puerto Rico","TresCom International, Inc",,,United States,美国
3-029-4,6380,"Miami, FL","TresCom International, Inc",Miami,,United States,美国
3-029-5,6381,"New York, NY",Maycan Horizons Inc,New York,,United States,美国
3-029-6,6382,"Dallas, TX",American Telesource International Inc,Dallas,,United States,美国
3-029-7,6383,"Olympia, WA",Verisign Inc,,,United States,美国
3-030-0,6384,"Miami, FL",NP Telephony,Miami,,United States,美国
3-030-1,6385,"Temple Terrace (1), FL","Telecommunications Services, Inc",,,United States,美国
3-030-2,6386,"Temple Terrace (2), FL","Telecommunications Services, Inc",,,United States,美国
3-030-3,6387,"Temple Terrace (3), FL","Telecommunications Services, Inc",,,United States,美国
3-030-4,6388,"Temple Terrace (4), FL","Telecommunications Services, Inc",,,United States,美国
3-030-5,6389,"Temple Terrace (5), FL","Telecommunications Services, Inc",,,United States,美国
3-030-6,6390,"Temple Terrace (6), FL","Telecommunications Services, Inc",,,United States,美国
3-030-7,6391,"Los Angeles, CA",CTC Communications Corp,Los Angeles,,United States,美国
3-031-0,6392,"Temple Terrace, FL","Telecommunications Services, Inc",,,United States,美国
3-031-1,6393,"New York, NY","PLD Telekom, Inc",New York,,United States,美国
3-031-2,6394,"San Francisco, CA","New Global Telecom, Inc",San Francisco,,United States,美国
3-031-3,6395,"Newark, NJ",Ameritech Global Gateway Services (AGGS),Newark,,United States,美国
3-031-4,6396,"New York City, NY","New Global Telecom, Inc",New York,,United States,美国
3-031-5,6397,Washington DC,Startec Global Communications Corporation,Washington,,United States,美国
3-031-6,6398,"Honolulu (2), HI",Verizon Hawaii International Inc,Honolulu,,United States,美国
3-031-7,6399,"Honolulu (3), HI",Verizon Hawaii International Inc,Honolulu,,United States,美国
3-032-0,6400,"Los Angeles, CA","Primus Telecommunications, Inc",Los Angeles,,United States,美国
3-032-1,6401,"Jersey City, NJ","Primus Telecommunications, Inc",Jersey City,,United States,美国
3-032-2,6402,"West Orange (1), NJ",BT North America,,,United States,美国
3-032-3,6403,"Irving (2), TX",BT North America,,,United States,美国
3-032-4,6404,"Pompano Beach, FL","WorldCom, Inc",,,United States,美国
3-032-5,6405,"Pompano Beach, FL","WorldCom, Inc",,,United States,美国
3-032-6,6406,"Chandler (1), AZ","U.S. Leo Services, Inc",,,United States,美国
3-032-7,6407,"Chandler (2), AZ","U.S. Leo Services, Inc",,,United States,美国
3-033-0,6408,"Tempe, AZ","U.S. Leo Services, Inc",Tempe,,United States,美国
3-033-1,6409,"New York, NY","Bellsouth Carrier Professional Services, Inc (BCPS)",New York,,United States,美国
3-033-2,6410,"New York (2), NY","Fusion Telecommunications International, Inc",New York,,United States,美国
3-033-3,6411,"Los Angeles,CA",China Telecom (Americas) Corporation,Los Angeles,,United States,美国
3-033-4,6412,"New York, NY",Mundetel Communications. Inc,New York,,United States,美国
3-033-5,6413,"Miami, FL","Newcom, Inc.",Miami,,United States,美国
3-033-6,6414,"Southbury, CT",Comsat Mobile Communications,,,United States,美国
3-033-7,6415,"Santa Paula, CA",Comsat Mobile Communications,,,United States,美国
3-034-0,6416,"Miami, FL",Convergia Inc,Miami,,United States,美国
3-034-1,6417,"New York, NY",Globespan Telecommunication LLC,New York,,United States,美国
3-034-2,6418,"New York, NY",Communication Telesystems International,New York,,United States,美国
3-034-3,6419,"New York, NY(2)",Communication Telesystems International,New York,,United States,美国
3-034-4,6420,"Dallas, TX",Communication Telesystems International,Dallas,,United States,美国
3-034-5,6421,"Los Angeles, CA",Communication Telesystems International,Los Angeles,,United States,美国
3-034-6,6422,"McLean, VA","Switch Tel, Inc",,,United States,美国
3-034-7,6423,"Newark, NJ",IDT Corporation,Newark,,United States,美国
3-035-0,6424,"Piscataway, NJ",IDT Corporation,,,United States,美国
3-035-1,6425,"New York, NY","Intra Global Communications, Inc",New York,,United States,美国
3-035-2,6426,"Dallas, TX",Sprint,Dallas,,United States,美国
3-035-3,6427,"Burlingame, CA",Sprint,,,United States,美国
3-035-4,6428,"Newark, NJ",TotalTel,Newark,,United States,美国
3-035-5,6429,"New York (1), NY","WorldPoint Communications, Inc",New York,,United States,美国
3-035-6,6430,"New York (2), NY","WorldPoint Communications, Inc",New York,,United States,美国
3-035-7,6431,"Wentzville, MO","Telecommunications Services, Inc",,,United States,美国
3-036-0,6432,"O'Fallon, MO","Telecommunications Services, Inc",,,United States,美国
3-036-1,6433,"Miami, FL",America Movil,Miami,,United States,美国
3-036-2,6434,"Miami, FL",America Movil,Miami,,United States,美国
3-036-3,6435,"Miami, FL",America Movil,Miami,,United States,美国
3-036-5,6437,"Dallas, TX","GIGSKY MOBILE, LLC",Dallas,,United States,美国
3-036-6,6438,"Seattle, WA","Eltopia Communications, LLC",Seattle,,United States,美国
3-036-7,6439,"Miami, FL","Team Telecom Holdings, Inc",Miami,,United States,美国
3-037-0,6440,"Pittsburgh, PA",AT&T,Pittsburgh,,United States,美国
3-037-1,6441,"Pittsburg, PA",AT&T,,,United States,美国
3-037-2,6442,"White Plains, NY",AT&T,,,United States,美国
3-037-3,6443,"Sacramento, CA",AT&T,,,United States,美国
3-037-4,6444,"Sherman Oaks, CA",AT&T,,,United States,美国
3-037-5,6445,"Atlanta, GA",AT&T,Atlanta,,United States,美国
3-037-6,6446,"Miami, FL",SATEL U.S.A. LLC,Miami,,United States,美国
3-037-7,6447,"Atlanta (1), GA","Inteliquent, Inc.",Atlanta,,United States,美国
3-038-0,6448,"Atlanta (2), GA","Inteliquent, Inc.",Atlanta,,United States,美国
3-038-1,6449,"New York, NY",Globaltron Communications Corporation,New York,,United States,美国
3-038-2,6450,"Miami (1), FL","Go2Tel.com, Inc",Miami,,United States,美国
3-038-3,6451,"New York, NY",Graphnet Inc,New York,,United States,美国
3-038-4,6452,"San Francisco, CA",Graphnet Inc,San Francisco,,United States,美国
3-038-5,6453,"Miami, FL","Go2Tel.com, Inc",Miami,,United States,美国
3-038-6,6454,"Miami, FL",Telintel Ltd,Miami,,United States,美国
3-038-7,6455,"New York, NY","MD Telecom, Inc",New York,,United States,美国
3-039-0,6456,"Miami, FL","Worldwide Telecom Services, LLC",Miami,,United States,美国
3-039-1,6457,"Oak Hill, VA",Orange Business Services,,,United States,美国
3-039-2,6458,"Oak Hill, VA",Orange Business Services,,,United States,美国
3-039-3,6459,"Jersey City, NJ",Telemedia International USA Inc,Jersey City,,United States,美国
3-039-4,6460,"Miami, FL","Go2Tel.com, Inc",Miami,,United States,美国
3-039-5,6461,"Miami, FL","Go2Tel.com, Inc",Miami,,United States,美国
3-039-6,6462,"New York, NY",Americatel Corporation,New York,,United States,美国
3-039-7,6463,"New York, NY",Telia North America Inc,New York,,United States,美国
3-040-0,6464,"Miami, FL",IP Telecom Network Corp,Miami,,United States,美国
3-040-1,6465,"New York, NY","Global Telecommunications Services, Inc (d/b/a Global Voicecom Inc.)",New York,,United States,美国
3-040-2,6466,"Miami, FL",Star Telecommunications Inc,Miami,,United States,美国
3-040-3,6467,"New York, NY",Startec Global Communications Corporation,New York,,United States,美国
3-040-4,6468,"Piscataway, NJ",IDT Corporation,,,United States,美国
3-040-5,6469,"Washington, D.C.","E-Z Connections, Inc",Washington,,United States,美国
3-040-6,6470,"Dallas, TX","Transaction Network Services, Inc.",Dallas,,United States,美国
3-040-7,6471,"New York, NY",ACC TeleCom,New York,,United States,美国
3-041-0,6472,"New York, NY","IXC Communications, Inc",New York,,United States,美国
3-041-1,6473,"Los Angeles, CA",Telegroup Inc,Los Angeles,,United States,美国
3-041-2,6474,"Jersey City, NJ",Telegroup Inc,Jersey City,,United States,美国
3-041-3,6475,"d/b/a GSI Telecom, Jersey City, NJ","GlobalStar International, Inc",Jersey City,,United States,美国
3-041-4,6476,"Jersey City, NJ",Telemedia International USA Inc,Jersey City,,United States,美国
3-041-5,6477,"New York City, NY","KDD America, Inc",New York,,United States,美国
3-041-6,6478,"New York, NY",Global Quest Communications Ltd,New York,,United States,美国
3-041-7,6479,"Quincy, MA",Network Plus Inc,,,United States,美国
3-042-0,6480,"Orlando, FL",Network Plus Inc,Orlando,,United States,美国
3-042-1,6481,"Los Angeles, CA",Network Plus Inc,Los Angeles,,United States,美国
3-042-2,6482,"Seattle, WA","Eltopia Communications, LLC",Seattle,,United States,美国
3-042-3,6483,"Los Angeles (2), CA",Bharti Airtel Limited,Los Angeles,,United States,美国
3-042-4,6484,"Los Angeles, CA",Five Star Telecom,Los Angeles,,United States,美国
3-042-5,6485,"Seattle, WA","TeleCommunication Systems, Inc.",Seattle,,United States,美国
3-042-6,6486,"New York, NY","Cenoplex, Inc.",New York,,United States,美国
3-042-7,6487,"Dallas, TX","Cenoplex, Inc.",Dallas,,United States,美国
3-043-0,6488,"Mc Lean, VA","Switch Tel, Inc",,,United States,美国
3-043-1,6489,"New York, NY",Meorat Natan LLC d/b/a Universal 400,New York,,United States,美国
3-043-2,6490,"Miami, FL",Global Transmedia Communications Corporation,Miami,,United States,美国
3-043-3,6491,"New York, NY","General Telecom, Inc",New York,,United States,美国
3-043-4,6492,"Los Angeles, CA","General Telecom, Inc",Los Angeles,,United States,美国
3-043-5,6493,"Miami, FL","General Telecom, Inc",Miami,,United States,美国
3-043-6,6494,"Boston, MA",Elephant Talk Inc,Boston,,United States,美国
3-043-7,6495,"New York, NY",New Millennium Communications Corporation,New York,,United States,美国
3-044-0,6496,"Miami, FL",New Millennium Communications Corporation,Miami,,United States,美国
3-044-1,6497,"Los Angeles, CA",New Millennium Communications Corporation,Los Angeles,,United States,美国
3-044-2,6498,"New York, NY","Telecom North America Mobile, Inc.",New York,,United States,美国
3-044-3,6499,"Los Angeles, CA",Justice Technology Corporation,Los Angeles,,United States,美国
3-044-4,6500,"Los Angeles, CA","VarTec Telecom, Inc",Los Angeles,,United States,美国
3-044-5,6501,"New York, NY",Digicel Jamaica Limited,New York,,United States,美国
3-044-6,6502,"New York, NY","North Atlantic Gateway, Inc",New York,,United States,美国
3-044-7,6503,"New York, NY","Swisscom North America, Inc",New York,,United States,美国
3-045-0,6504,"Los Angeles, CA","Swisscom North America, Inc",Los Angeles,,United States,美国
3-045-1,6505,"Richardson, TX","WorldCom, Inc",,,United States,美国
3-045-2,6506,"Miami, FL",Digicel Jamaica Limited,Miami,,United States,美国
3-045-3,6507,"Pottstown, PA","WorldCom, Inc",,,United States,美国
3-045-5,6509,"Hayward, CA","IXC Communications, Inc",,,United States,美国
3-045-6,6510,"Jersey City (1), NJ",Qwest Communications International Corp,Jersey City,,United States,美国
3-045-7,6511,"Jersey City (2), NJ",Qwest Communications International Corp,Jersey City,,United States,美国
3-046-0,6512,"Atlanta, GA",Qwest Communications International Corp,Atlanta,,United States,美国
3-046-1,6513,"Sunnyvale, CA",Qwest Communications International Corp,,,United States,美国
3-046-2,6514,"Dublin, OH",Qwest Communications International Corp,,,United States,美国
3-046-3,6515,"Houston, TX",Qwest Communications International Corp,Houston,,United States,美国
3-046-4,6516,"Dublin, OH",Qwest Communications International Corp,,,United States,美国
3-046-5,6517,"Houston, TX",Qwest Communications International Corp,Houston,,United States,美国
3-047-0,6520,"Los Angeles, CA","Asia Access Telecom, Inc",Los Angeles,,United States,美国
3-047-1,6521,"Los Angeles, CA","Dacom America, Inc",Los Angeles,,United States,美国
3-047-2,6522,"Manhattan, NY",Telenor Global Services A.S.,Manhattan,,United States,美国
3-047-3,6523,"Los Angeles, CA","Japan Telecom Co., Ltd",Los Angeles,,United States,美国
3-047-4,6524,"Piscataway, NJ",International Discount Telecommunication (IDT),,,United States,美国
3-047-5,6525,"New York (1), NY","Allied Communication Holdings, LLC",New York,,United States,美国
3-047-6,6526,"New York (2), NY","Allied Communication Holdings, LLC",New York,,United States,美国
3-047-7,6527,"College Park (1), GA",Sita,,,United States,美国
3-048-0,6528,"Atlanta, GA",Sita,Atlanta,,United States,美国
3-048-1,6529,"College Park (2), GA",Sita,,,United States,美国
3-048-2,6530,"Homestead, FL",PanAmSat Corporation,,,United States,美国
3-048-4,6532,"Los Angeles (1), CA",TNZI USA LLC,Los Angeles,,United States,美国
3-048-5,6533,"Westmont, IL","NetNumber, Inc.",,,United States,美国
3-048-6,6534,"San Francisco, CA","ABS-CBN Telecom, North America Inc",San Francisco,,United States,美国
3-048-7,6535,"New York, NY",PCCW Pacific Ltd,New York,,United States,美国
3-049-0,6536,"New York, NY","Compass Global, Inc",New York,,United States,美国
3-049-1,6537,"Los Angeles (2), CA","PLDT (US), Ltd",Los Angeles,,United States,美国
3-049-2,6538,"Los Angeles (3), CA","PLDT (US), Ltd",Los Angeles,,United States,美国
3-049-3,6539,"Los Angeles (4), CA","PLDT (US), Ltd",Los Angeles,,United States,美国
3-049-4,6540,"New York (1), NY","PLDT (US), Ltd",New York,,United States,美国
3-049-5,6541,"Piscataway, NJ","IDT Telecom, Inc",,,United States,美国
3-049-6,6542,"Irvine, CA","Diamond Link, Inc",,,United States,美国
3-049-7,6543,"Los Angeles, CA","Teledirect Telecommunications Group, LLC",Los Angeles,,United States,美国
3-050-0,6544,"Manhattan, NY","Interoute Telecommunications, Inc",Manhattan,,United States,美国
3-050-1,6545,"Los Angeles, CA","KDD America, Inc",Los Angeles,,United States,美国
3-050-2,6546,"Melbourne, FL","Telco 214, Inc",,,United States,美国
3-050-3,6547,"Oak Hill, VA",Orange Business Services,,,United States,美国
3-050-4,6548,"Fort Lauderdale, FL",First Point Telecom,Fort Lauderdale,,United States,美国
3-050-5,6549,"New York, NY","Long Distance International, Inc",New York,,United States,美国
3-050-6,6550,"Fresno, CA","Long Distance International, Inc",,,United States,美国
3-050-7,6551,"Ft. Lauderdale, FL","Long Distance International, Inc",,,United States,美国
3-051-0,6552,"New York, NY",Arktel LLC,New York,,United States,美国
3-051-1,6553,"New York, NY","Sirius Telecommunications, Inc",New York,,United States,美国
3-051-2,6554,"Los Angeles, CA",Singapore Telecom USA Inc,Los Angeles,,United States,美国
3-051-3,6555,"New York, NY","VarTec Telecom, Inc",New York,,United States,美国
3-051-4,6556,"New York, NY","WorldPort Communications, Inc",New York,,United States,美国
3-051-5,6557,"Miami, FL","WorldPort Communications, Inc",Miami,,United States,美国
3-051-6,6558,"Austin, TX","IXC Communications, Inc",Austin,,United States,美国
3-051-7,6559,"Los Angeles, CA",Startec Global Communications Corporation,Los Angeles,,United States,美国
3-052-0,6560,"Miami, FL",Startec Global Communications Corporation,Miami,,United States,美国
3-052-1,6561,"Miami, FL","Telecom Argentina USA, Inc",Miami,,United States,美国
3-052-2,6562,"Los Angeles, CA","TECNet, Inc",Los Angeles,,United States,美国
3-052-3,6563,"New York, NY","TECNet, Inc",New York,,United States,美国
3-052-4,6564,"Los Angeles, CA","ASEAN Telecom, LLC",Los Angeles,,United States,美国
3-052-5,6565,"Oakland, CA","ASEAN Telecom, LLC",,,United States,美国
3-052-6,6566,"Laredo, TX","Iusatel USA, Inc",Laredo,,United States,美国
3-052-7,6567,"Staten Island, NY","T-Systems North America, Inc",,,United States,美国
3-053-0,6568,"New York, NY","T-Systems North America, Inc",New York,,United States,美国
3-053-1,6569,"New York, NY","T-Systems North America, Inc",New York,,United States,美国
3-053-2,6570,"Elmsford, NY","MCI International, Inc",,,United States,美国
3-053-3,6571,"New York, NY","Dial-Around Telecom, Inc",New York,,United States,美国
3-053-4,6572,"New York, NY","NuLink, Inc",New York,,United States,美国
3-053-5,6573,"Wilton Manors, FL","Impsat USA, Inc",,,United States,美国
3-053-6,6574,"New York, NY","Arbinet-thexchange, Inc",New York,,United States,美国
3-053-7,6575,"Staten Island, NY",Stratos Mobile Networks,,,United States,美国
3-054-0,6576,,"Globalstar, Inc.",,,United States,美国
3-054-1,6577,,"Globalstar, Inc.",,,United States,美国
3-054-2,6578,,"Globalstar, Inc.",,,United States,美国
3-054-3,6579,"Seattle,WA","TeleCommunication Systems, Inc.",Seattle,,United States,美国
3-054-4,6580,"Seattle, WA","TeleCommunication Systems, Inc.",Seattle,,United States,美国
3-054-5,6581,"Seattle, WA","Telecommunication Systems, Inc.",Seattle,,United States,美国
3-054-6,6582,"Leesburg, VA",Iridium LLC,,,United States,美国
3-054-7,6583,"Reston, VA",Iridium LLC,,,United States,美国
3-055-0,6584,"Reston, VA",Iridium LLC,,,United States,美国
3-055-1,6585,"New York, NY",VGM International,New York,,United States,美国
3-055-2,6586,"Phoenix, AZ","Telecommunication Systems, Inc.",Phoenix,,United States,美国
3-055-3,6587,"Dallas, TX","VarTec Telecom, Inc",Dallas,,United States,美国
3-055-4,6588,"New York, NY","International Telecom, Ltd.",New York,,United States,美国
3-055-5,6589,"Los Angeles, CA","WorldPort Communications, Inc",Los Angeles,,United States,美国
3-055-6,6590,"Fremont, CA",Teldelnort Communication LLC,,,United States,美国
3-055-7,6591,"Jackson Heights, NY",Savontel Communications,Jackson,,United States,美国
3-056-0,6592,"Rialto, CA","WorldCom, Inc",,,United States,美国
3-056-1,6593,"Los Angeles, CA","Innosys Communications, Inc.",Los Angeles,,United States,美国
3-056-2,6594,"Los Angeles, CA",Galaxy Telesyst Inc,Los Angeles,,United States,美国
3-056-3,6595,"Miami, FL","Simple Communications Technologies, Inc",Miami,,United States,美国
3-056-4,6596,"Miami, FL",American Alliance Corporation,Miami,,United States,美国
3-056-5,6597,"Brewster, WA","ATC Teleports, Inc",,,United States,美国
3-056-6,6598,"Brewster, WA","ATC Teleports, Inc",,,United States,美国
3-056-7,6599,"Jersey City, NJ","Tele Danmark USA, Inc",Jersey City,,United States,美国
3-057-0,6600,"Miramar, FL",MediaTel Corporation,,,United States,美国
3-057-1,6601,"Coconut Grove, FL",International Satellite Telecommunications Inc (INSATEL),,,United States,美国
3-057-2,6602,"Madison, WI",Digital Communications Consulting LLC,Madison,,United States,美国
3-057-3,6603,"Sacramento (3), CA",AT&T,,,United States,美国
3-057-4,6604,Las Vegas,"Telecom North America Mobile, Inc.",Las Vegas,,United States,美国
3-057-5,6605,"Sacramento (5), CA",AT&T,,,United States,美国
3-057-6,6606,Las Vegas (2),"Telecom North America Mobile, Inc.",Las Vegas,,United States,美国
3-057-7,6607,"Miami, FL","Digicel USA, Inc",Miami,,United States,美国
3-058-0,6608,"Los Angeles, CA",WorldHub Inc,Los Angeles,,United States,美国
3-058-1,6609,"Miami, FL",WorldHub Inc,Miami,,United States,美国
3-058-2,6610,"New York, NY",Justice Technology Corporation,New York,,United States,美国
3-058-3,6611,"New York, NY",I-21 USA Inc,New York,,United States,美国
3-058-4,6612,"New York, NY","Arbinet, Inc",New York,,United States,美国
3-058-5,6613,"Atlanta, GA",AT&T,Atlanta,,United States,美国
3-058-6,6614,"White Plains, NY",AT&T,,,United States,美国
3-058-7,6615,"Miami, FL","Telecom Argentina USA, Inc",Miami,,United States,美国
3-059-0,6616,"New York, NY",Data Access America Inc,New York,,United States,美国
3-059-1,6617,"New York, NY","WorldCom, Inc",New York,,United States,美国
3-059-2,6618,"San Antonio, TX","WorldCom, Inc",San Antonio,,United States,美国
3-059-3,6619,"New York, NY","ITC, Inc",New York,,United States,美国
3-059-4,6620,"Newark, NJ",The Voice Box Corp.,Newark,,United States,美国
3-059-6,6622,"Miami, FL",Harp Trading Inc.,Miami,,United States,美国
3-059-7,6623,"Miami, FL",DCB International LLC,Miami,,United States,美国
3-180-0,7584,"Newark, NJ",Lycamobile USA Inc.,Newark,,United States,美国
3-180-1,7585,"Bridgewater, NJ","Quickdial, INC.",,,United States,美国
3-180-2,7586,"Dallas, TX",Lycamobile USA Inc.,Dallas,,United States,美国
3-180-3,7587,New York,Belgacom International Carrier Services North America Inc.,New York,,United States,美国
3-180-4,7588,"Anaheim, CA","Telmex International Ventures USA, Inc (DBA Telmex USA)",,,United States,美国
3-180-5,7589,"Newark, NJ",Telstra Inc,Newark,,United States,美国
3-180-6,7590,"Dallas, TX","InternationalTalk.com, Inc",Dallas,,United States,美国
3-180-7,7591,"New York, NY","InternationalTalk.com, Inc",New York,,United States,美国
3-181-0,7592,"Houston, TX","Telscape International, Inc (DBA TSCP International, Inc.)",Houston,,United States,美国
3-181-1,7593,"Los Angeles, CA","Teleglobe America, Inc",Los Angeles,,United States,美国
3-181-2,7594,"Newark, NJ","Teleglobe America, Inc",Newark,,United States,美国
3-181-3,7595,"Los Angeles, CA","Pacific Telekey Network, Inc",Los Angeles,,United States,美国
3-181-4,7596,"Dallas, TX",Fogg Mobile Inc.,Dallas,,United States,美国
3-181-5,7597,"New York, NY",Belgacom International Carrier Services North America Inc.,New York,,United States,美国
3-181-6,7598,"Ashburn, VA",Belgacom International Carrier Services North America Inc.,,,United States,美国
3-181-7,7599,"Los Angeles, CA","Unified Worldwide Transport, LLC",Los Angeles,,United States,美国
3-182-0,7600,"New York, NY","NextCarrier Telecom, Inc",New York,,United States,美国
3-182-1,7601,"Los Angeles, CA","International Access, Inc (d/b/a Access international)",Los Angeles,,United States,美国
3-182-2,7602,"Boca Raton, FL","Telefonica International Wholesale Services USA, Inc",,,United States,美国
3-182-3,7603,"Sherman Oaks (4), CA",AT&T,,,United States,美国
3-182-5,7605,"Elmswood, NY","WorldCom, Inc",,,United States,美国
3-182-6,7606,"Los Angeles, CA",Global Connect Partners L.L.C.,Los Angeles,,United States,美国
3-182-7,7607,"Los Angeles (1), CA",Telecom New Zealand USA Ltd,Los Angeles,,United States,美国
3-183-0,7608,"Los Angeles (2), CA",Telecom New Zealand USA Ltd,Los Angeles,,United States,美国
3-183-1,7609,"Los Angeles, CA","Far East Gateway, Inc",Los Angeles,,United States,美国
3-183-2,7610,"New York (2), NY",Startec Global Communications Corporation,New York,,United States,美国
3-183-3,7611,"New York (3), NY",Startec Global Communications Corporation,New York,,United States,美国
3-183-5,7613,"Atlanta, GA",AT&T,Atlanta,,United States,美国
3-183-6,7614,"Jersey City, NJ","SK Telink America, Inc",Jersey City,,United States,美国
3-183-7,7615,"San Antonio, TX","iLine, LLC",San Antonio,,United States,美国
3-184-0,7616,"New York, NY","Tricom USA, Inc",New York,,United States,美国
3-184-2,7618,"Honolulu, HI",Orchard Telecom/dba UTS,Honolulu,,United States,美国
3-184-3,7619,"Piscataway, NJ","Global Communication Services, Inc",,,United States,美国
3-184-4,7620,"New York, NY",GTS (UK) Ltd,New York,,United States,美国
3-184-5,7621,"Newark, NJ",The Global TeleExchange Inc,Newark,,United States,美国
3-184-6,7622,"San Diego, CA",AT&T,San Diego,,United States,美国
3-184-7,7623,"Laredo, TX",TMEX USA Inc,Laredo,,United States,美国
3-185-0,7624,"Los Angeles, CA","InternationalTalk.com, Inc",Los Angeles,,United States,美国
3-185-1,7625,"Stockton, CA","InternationalTalk.com, Inc",,,United States,美国
3-185-3,7627,"New York, NY",KPN International Network Services Inc,New York,,United States,美国
3-185-4,7628,"Miami, FL",IDS Telcom,Miami,,United States,美国
3-185-6,7630,"New York, NY","Arbinet Communication, Inc",New York,,United States,美国
